Account,Cluster,date,total_trades,avg_trade_size_usd,max_trade_size_usd,daily_gross_pnl,total_fees,long_trades,short_trades,winning_trades,losing_trades,sentiment_score,sentiment_class,net_pnl,win_rate,long_short_ratio,Sentiment_Group
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-03-29,23,15232.22,100005.24,314.6728,122.619356,20,3,3,0,26.0,Fear,192.053444,100.0,6.666666666666667,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-03-30,21,12161.259047619047,201792.45,5362.529222,38.937127000000004,0,21,21,0,32.0,Fear,5323.592095,100.0,0.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-03-31,47,9463.05744680851,99999.68,4750.8109939999995,105.667381,21,26,26,0,34.0,Fear,4645.143612999999,100.0,0.8076923076923077,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-04-02,16,37473.885625,232489.56,444.205198,184.853869,10,6,10,0,44.0,Fear,259.35132899999996,100.0,1.6666666666666667,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-04-03,60,16666.611,238236.94,0.0,74.999717,60,0,0,0,25.0,Fear,-74.999717,,,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-04-04,51,8264.040980392158,74998.86,0.0,126.439802,51,0,0,0,28.0,Fear,-126.439802,,,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-04-05,102,5175.765784313725,49766.05,31134.240601999998,127.578406,0,102,102,0,30.0,Fear,31006.662195999997,100.0,0.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-04-06,103,5508.490970873787,136536.98,0.0,107.712409,103,0,0,0,34.0,Fear,-107.712409,,,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-04-07,189,7781.819788359788,156779.87,13642.628143,164.470105,149,40,40,0,23.0,Extreme Fear,13478.158038,100.0,3.725,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-04-08,3,52275.0,78302.0,221.0,47.047498,1,2,1,0,24.0,Extreme Fear,173.952502,100.0,0.5,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-04-09,290,17935.84644827586,610194.33,107892.62706,834.927894,147,143,137,6,18.0,Extreme Fear,107057.699166,95.8041958041958,1.027972027972028,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-04-10,222,26118.342432432433,499987.77,84856.33534,1584.415224,142,80,80,0,39.0,Fear,83271.92011600001,100.0,1.775,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-04-11,74,24390.13621621622,259725.54,122461.112004,90.243471,0,74,74,0,25.0,Fear,122370.868533,100.0,0.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-04-12,68,16878.26676470588,404780.66,0.0,175.727839,0,68,0,0,43.0,Fear,-175.727839,,0.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-04-14,76,26925.528815789472,415525.0,21531.8321,210.146766,53,23,56,0,31.0,Fear,21321.685333999998,100.0,2.3043478260869565,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-04-15,51,3354.117450980392,50002.58,0.0,8.552978,0,51,0,0,38.0,Fear,-8.552978,,0.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-04-16,1,166444.0,166444.0,3088.0,8.3222,1,0,1,0,29.0,Fear,3079.6778,100.0,,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-04-17,6,28273.666666666668,46651.55,-110.0,50.892595,6,0,0,6,30.0,Fear,-160.892595,0.0,,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-04-21,23,30543.59565217391,351592.0,-681.29819,122.852796,1,22,0,22,39.0,Fear,-804.150986,0.0,0.045454545454545456,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-04-22,6,15215.498333333335,45580.5,132.0,27.387897000000002,1,5,1,0,47.0,Neutral,104.61210299999999,100.0,0.2,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-04-23,121,6709.732727272728,94083.0,2875.230157,122.91815,66,55,30,36,72.0,Greed,2752.312007,45.45454545454545,1.2,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-04-24,23,4407.6721739130435,93400.0,459.24741,7.062931,22,1,22,0,63.0,Greed,452.184479,100.0,22.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-04-25,3,63142.666666666664,93794.0,0.0,9.471399,0,3,0,0,60.0,Greed,-9.471399,,0.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-04-26,41,6897.073170731707,88361.21,47.876234000000004,14.13899,41,0,41,0,65.0,Greed,33.737244000000004,100.0,,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2,2025-04-30,5,75258.0,188400.0,510.0,84.601498,4,1,4,0,56.0,Greed,425.398502,100.0,4.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-03-13,7,857.2571428571428,2999.7,0.0,2.100278,7,0,0,0,81.0,Extreme Greed,-2.100278,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-03-14,1,6066.28,6066.28,65.480454,2.123198,0,1,1,0,88.0,Extreme Greed,63.35725599999999,100.0,0.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-03-15,8,3292.47625,10341.75,338.42832,9.218929,7,1,1,0,83.0,Extreme Greed,329.209391,100.0,7.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-03-16,6,4537.276666666667,6223.28,228.57984,9.528281,5,1,1,0,81.0,Extreme Greed,219.051559,100.0,5.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-03-17,14,6218.810714285714,18101.0,429.683075,30.472167,10,4,4,0,79.0,Extreme Greed,399.21090799999996,100.0,2.5,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-03-18,12,2833.491666666667,5998.63,0.0,11.900658,12,0,0,0,77.0,Extreme Greed,-11.900658,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-03-19,4,2266.8775,5999.84,0.0,3.173628,4,0,0,0,79.0,Extreme Greed,-3.173628,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-03-21,1,9744.18,9744.18,0.0,3.410463,1,0,0,0,78.0,Extreme Greed,-3.410463,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-03-25,7,8159.4742857142855,21600.23,1302.916428,19.990712,0,7,6,0,75.0,Extreme Greed,1282.925716,100.0,0.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-03-26,7,3426.62,6000.36,20.599193,8.395214,6,1,1,0,81.0,Extreme Greed,12.203979,100.0,6.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-03-27,27,3224.6703703703706,15023.28,189.192,30.473126,12,15,12,0,83.0,Extreme Greed,158.718874,100.0,0.8,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-03-28,3,6671.296666666666,15008.29,0.0,7.00486,3,0,0,0,80.0,Extreme Greed,-7.00486,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-03-29,15,5794.291333333333,15878.2,883.097404,30.420029999999997,9,6,6,0,79.0,Extreme Greed,852.677374,100.0,1.5,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-03-31,13,3070.2276923076925,10110.32,912.786145,13.969522000000001,0,13,10,0,75.0,Extreme Greed,898.816623,100.0,0.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-01,29,4654.808275862069,18749.78,0.840939,47.246296,25,4,2,0,79.0,Extreme Greed,-46.405357,100.0,6.25,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-02,37,6072.016756756757,79985.0,883.760812,78.632589,6,31,12,0,79.0,Extreme Greed,805.1282229999999,100.0,0.1935483870967742,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-04,32,2999.6165625,12499.86,0.0,33.595684999999996,0,32,0,0,70.0,Greed,-33.595684999999996,,0.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-05,10,17253.157,80025.76,4444.4983010000005,60.38604000000001,10,0,7,0,79.0,Extreme Greed,4384.112261,100.0,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-06,16,4263.979375,12499.79,236.33513399999998,23.878277,0,16,4,0,75.0,Extreme Greed,212.45685699999999,100.0,0.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-07,23,2173.397391304348,10141.28,0.0,17.495845,0,23,0,0,78.0,Extreme Greed,-17.495845,,0.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-08,28,5827.370357142857,22499.84,0.0,57.10822,0,28,0,0,76.0,Extreme Greed,-57.10822,,0.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-09,3,19021.280000000002,36778.01,0.0,19.972341,0,3,0,0,80.0,Extreme Greed,-19.972341,,0.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-10,41,8578.926097560974,70235.01,5207.443414,123.107562,40,1,36,0,78.0,Extreme Greed,5084.335852,100.0,40.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-11,16,4775.06,15756.81,389.743164,26.740329,14,2,2,0,76.0,Extreme Greed,363.002835,100.0,7.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-12,21,7138.52761904762,34970.25,0.0,52.468165,21,0,0,0,79.0,Extreme Greed,-52.468165,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-13,18,8677.150000000001,39960.43,0.0,54.666038,18,0,0,0,72.0,Greed,-54.666038,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-14,64,9199.4678125,178200.0,-36565.98544,206.068057,23,41,3,38,72.0,Greed,-36772.05349699999,7.317073170731707,0.5609756097560976,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-15,3,16671.31666666667,48389.12,0.0,17.504880999999997,3,0,0,0,74.0,Greed,-17.504880999999997,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-19,35,9635.940571428573,100004.82,1946.4454620000001,118.04025999999999,5,30,27,0,66.0,Greed,1828.4052020000001,100.0,0.16666666666666666,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-20,2,5999.795,8589.35,0.0,4.199857,0,2,0,0,66.0,Greed,-4.199857,,0.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-22,9,5332.623333333333,14344.59,0.0,16.797764,0,9,0,0,73.0,Greed,-16.797764,,0.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-23,54,3567.7494444444446,22499.94,759.2148159999999,67.430431,35,19,31,0,71.0,Greed,691.7843849999999,100.0,1.8421052631578947,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-24,20,7063.762,19834.15,279.185907,49.446315999999996,13,7,6,1,72.0,Greed,229.739591,85.71428571428571,1.8571428571428572,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-25,6,11496.523333333333,24710.14,0.0,24.142691999999997,6,0,0,0,72.0,Greed,-24.142691999999997,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-27,27,5713.498888888889,22499.95,4281.488139,53.99255,0,27,19,0,67.0,Greed,4227.495589,100.0,0.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-28,8,3374.92625,9541.82,0.0,9.449794,0,8,0,0,65.0,Greed,-9.449794,,0.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-29,31,3370.167419354839,19304.21,526.9338359999999,36.566300999999996,24,7,17,0,67.0,Greed,490.3675349999999,100.0,3.4285714285714284,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-04-30,24,5209.114583333333,17770.38,0.0,43.75655,24,0,0,0,67.0,Greed,-43.75655,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-05-01,14,6216.103571428571,22499.83,0.0,30.458908,14,0,0,0,54.0,Neutral,-30.458908,,,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-05-03,23,12059.708260869564,53816.54,5319.861625,97.080639,0,23,16,0,48.0,Neutral,5222.780986,100.0,0.0,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-05-04,6,8999.890000000001,17991.28,0.0,18.899767,0,6,0,0,67.0,Greed,-18.899767,,0.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-05-05,4,5996.512500000001,13469.95,0.0,8.395113,0,4,0,0,69.0,Greed,-8.395113,,0.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-05-06,9,22890.714444444442,100136.78,968.59038,72.105746,8,1,4,0,71.0,Greed,896.484634,100.0,8.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-05-07,10,9890.126,20389.33,656.21704,34.615441,4,6,7,0,68.0,Greed,621.601599,100.0,0.6666666666666666,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-05-08,10,6583.419,16501.72,0.0,23.04196,10,0,0,0,64.0,Greed,-23.04196,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-05-09,25,8679.6232,36305.13,1147.595856,75.946694,9,16,11,0,55.0,Greed,1071.649162,100.0,0.5625,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-05-10,22,7131.0,24522.44,2101.741695,54.90869,16,6,6,0,66.0,Greed,2046.8330050000002,100.0,2.6666666666666665,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-05-11,9,7027.661111111111,28317.27,251.604742,22.137125,0,9,9,0,53.0,Neutral,229.467617,100.0,0.0,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-05-12,10,4500.464,14572.0,0.0,15.751622000000001,10,0,0,0,56.0,Greed,-15.751622000000001,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-05-13,25,7525.7636,50000.1,2136.853859,65.850416,5,20,10,0,57.0,Greed,2071.0034429999996,100.0,0.25,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-05-14,23,6341.452173913043,42561.94,1150.5233050000002,51.048685,23,0,4,0,66.0,Greed,1099.4746200000002,100.0,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-05-15,36,6525.626944444444,22309.5,948.970582,82.222887,11,25,17,0,64.0,Greed,866.747695,100.0,0.44,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-05-16,24,6615.870416666668,22380.0,214.5898,55.573295,14,10,5,0,70.0,Greed,159.016505,100.0,1.4,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-05-18,25,5052.1256,15636.5,3522.3946610000003,44.206092,7,18,16,0,73.0,Greed,3478.1885690000004,100.0,0.3888888888888889,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-05-19,8,3749.76125,8314.38,0.0,10.499327000000001,8,0,0,0,72.0,Greed,-10.499327000000001,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-05-20,7,4714.771428571429,14451.18,0.0,11.55119,7,0,0,0,70.0,Greed,-11.55119,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-05-21,53,9096.75358490566,59245.52,6017.309216,168.74476099999998,11,42,7,0,76.0,Extreme Greed,5848.564455,100.0,0.2619047619047619,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-05-22,6,7499.215,18667.0,0.0,15.748349000000001,0,6,0,0,76.0,Extreme Greed,-15.748349000000001,,0.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-06-07,52,15114.859615384614,99884.07,7329.223137999999,275.090432,39,13,30,0,77.0,Extreme Greed,7054.132705999999,100.0,3.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-06-08,7,6428.95,17998.77,0.0,15.750927,7,0,0,0,72.0,Greed,-15.750927,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-06-09,5,4199.992,6806.08,0.0,7.349985,5,0,0,0,75.0,Extreme Greed,-7.349985,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-06-10,4,6000.075,8646.26,0.0,8.400105,4,0,0,0,72.0,Greed,-8.400105,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-06-11,21,13143.021904761907,31249.9,0.0,96.60119399999999,21,0,0,0,74.0,Greed,-96.60119399999999,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-06-14,16,6124.31,25542.75,0.0,34.296119,16,0,0,0,74.0,Greed,-34.296119,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-06-15,38,15581.516578947369,99973.04,2084.433906,207.234159,9,29,29,0,74.0,Greed,1877.1997470000001,100.0,0.3103448275862069,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-06-17,14,18035.112857142856,91243.23,1268.7590360000002,88.37205,8,6,4,1,71.0,Greed,1180.3869860000002,80.0,1.3333333333333333,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-06-18,7,8999.745714285715,29949.23,0.0,22.049377,7,0,0,0,74.0,Greed,-22.049377,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-06-19,17,11180.089411764706,76617.54,2053.973644,66.52153,0,17,17,0,64.0,Greed,1987.4521140000002,100.0,0.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-06-20,4,7499.34,19999.5,0.0,10.499073,0,4,0,0,60.0,Greed,-10.499073,,0.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-06-21,11,6746.9345454545455,18000.4,773.5582039999999,25.975694999999998,11,0,3,0,63.0,Greed,747.582509,100.0,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-06-22,3,6000.07,14810.09,0.0,6.300072,3,0,0,0,53.0,Neutral,-6.300072,,,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-06-24,21,12000.350952380952,28953.3,0.0,88.202567,21,0,0,0,51.0,Neutral,-88.202567,,,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-06-26,31,11748.220645161291,99995.89,4197.732182,127.46818,0,31,21,0,46.0,Neutral,4070.264002,100.0,0.0,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-06-27,12,9999.173333333334,29999.34,0.0,41.996528,0,12,0,0,40.0,Fear,-41.996528,,0.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-06-29,17,13148.880588235294,44999.84,1842.738325,78.235829,16,1,13,0,30.0,Fear,1764.502496,100.0,16.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-06-30,3,9999.756666666666,19342.86,0.0,10.499745,3,0,0,0,47.0,Neutral,-10.499745,,,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-01,13,7476.965384615385,24956.31,1202.488212,34.02019,2,11,9,0,53.0,Neutral,1168.468022,100.0,0.18181818181818182,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-03,10,10388.008,24640.5,1118.387284,36.358022,10,0,4,0,50.0,Neutral,1082.029262,100.0,,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-04,14,18215.87285714286,44999.81,0.0,89.257767,14,0,0,0,44.0,Fear,-89.257767,,,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-05,20,13514.937,32666.14,0.0,94.604547,20,0,0,0,29.0,Fear,-94.604547,,,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-10,43,15625.97930232558,99977.77,11595.627026,235.170963,10,33,33,0,28.0,Fear,11360.456063,100.0,0.30303030303030304,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-11,19,8941.422105263156,22499.91,1876.812082,59.460443,10,9,9,0,29.0,Fear,1817.351639,100.0,1.1111111111111112,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-12,10,7600.664999999999,16794.8,0.0,26.602324,10,0,0,0,25.0,Fear,-26.602324,,,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-13,13,10668.462307692309,29602.82,2678.839374,48.541495,0,13,13,0,25.0,Fear,2630.297879,100.0,0.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-14,7,12000.16142857143,24003.57,0.0,29.400389,0,7,0,0,33.0,Fear,-29.400389,,0.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-15,21,7999.7071428571435,27991.91,0.0,58.797837,0,21,0,0,52.0,Neutral,-58.797837,,0.0,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-16,22,6545.480454545454,23840.64,0.0,50.400180999999996,0,22,0,0,65.0,Greed,-50.400180999999996,,0.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-17,9,18326.035555555558,29999.67,0.0,57.727006,0,9,0,0,69.0,Greed,-57.727006,,0.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-18,53,12119.926603773585,39998.15,2569.979964,224.82460700000001,53,0,41,0,61.0,Greed,2345.155357,100.0,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-19,16,9132.66875,29999.93,2120.091364,51.142944,0,16,11,0,60.0,Greed,2068.9484199999997,100.0,0.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-20,9,11097.74111111111,27679.0,129.66130099999998,34.957881,9,0,4,0,74.0,Greed,94.70341999999998,100.0,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-21,3,14665.06,22993.45,0.0,15.398312,3,0,0,0,74.0,Greed,-15.398312,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-22,21,10728.97,29999.92,2273.29301,78.8579,10,11,13,0,70.0,Greed,2194.43511,100.0,0.9090909090909091,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-23,2,11997.235,18802.3,0.0,8.398064,2,0,0,0,71.0,Greed,-8.398064,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-24,21,1333.8833333333332,14391.46,0.0,9.803735000000001,3,18,0,0,69.0,Greed,-9.803735000000001,,0.16666666666666666,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-25,65,7990.4683076923075,30000.0,0.0,181.783127,65,0,0,0,68.0,Greed,-181.783127,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-26,10,15000.965,48019.27,0.0,52.503374,10,0,0,0,68.0,Greed,-52.503374,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-27,52,17322.249807692308,100031.0,6400.623656,315.264931,9,43,42,0,72.0,Greed,6085.358725,100.0,0.20930232558139536,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-28,3,10666.563333333334,17772.15,0.0,11.199886000000001,3,0,0,0,71.0,Greed,-11.199886000000001,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-30,6,6001.078333333334,10067.14,0.0,12.602264,6,0,0,0,67.0,Greed,-12.602264,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-07-31,3,13335.046666666667,20002.26,0.0,14.001799000000002,3,0,0,0,61.0,Greed,-14.001799000000002,,,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-08-01,13,11076.539230769231,30000.35,0.0,50.398244999999996,13,0,0,0,52.0,Neutral,-50.398244999999996,,,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-08-02,36,8221.31,29999.96,0.0,103.58846199999999,35,1,0,0,57.0,Greed,-103.58846199999999,,35.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-08-03,13,8652.23,23910.5,0.0,39.367641,13,0,0,0,37.0,Fear,-39.367641,,,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-08-04,72,12521.542916666665,111779.98,-108604.496278,315.542853,12,60,0,60,34.0,Fear,-108920.03913100001,0.0,0.2,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-08-05,17,12572.832941176472,101723.96,-4779.219012,74.808346,15,2,0,2,26.0,Fear,-4854.027357999999,0.0,7.5,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-08-09,12,11003.166666666666,25011.97,11147.900554,46.213288,3,9,9,0,48.0,Neutral,11101.687265999999,100.0,0.3333333333333333,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-08-11,8,5104.981250000001,14552.02,847.7766200000001,14.293947,0,8,4,0,39.0,Fear,833.4826730000001,100.0,0.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-08-12,16,2758.775,7434.15,858.6705000000001,15.449134,16,0,6,0,25.0,Fear,843.2213660000001,100.0,,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-08-13,5,2500.02,9465.78,0.0,4.375033999999999,4,1,0,0,31.0,Fear,-4.375033999999999,,4.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-08-14,9,7185.148888888889,29999.43,2168.9015130000003,22.633216,4,5,5,0,30.0,Fear,2146.268297,100.0,0.8,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-08-16,2,6250.0650000000005,11503.42,0.0,4.3750469999999995,2,0,0,0,27.0,Fear,-4.3750469999999995,,,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-08-18,14,4486.033571428571,19954.15,307.201888,21.981557000000002,0,14,12,0,31.0,Fear,285.220331,100.0,0.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-08-20,8,5302.23375,12872.18,192.602844,14.846248,5,3,1,0,30.0,Fear,177.756596,100.0,1.6666666666666667,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-08-23,10,6350.956,23171.77,1005.30527,22.228341999999998,0,10,3,0,34.0,Fear,983.076928,100.0,0.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-08-24,2,7500.035,9469.07,0.0,5.250025,0,2,0,0,56.0,Greed,-5.250025,,0.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-08-25,4,3749.0825,5961.37,0.0,5.248717,0,4,0,0,54.0,Neutral,-5.248717,,0.0,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,0,2024-08-26,5,18452.704,37265.0,231.236918,32.292232,5,0,2,0,55.0,Greed,198.944686,100.0,,Greed
